OID_;total_area;roman_5km_buffer_area;modern_5km_buffer_area;roman_buffer_area_percentage;modern_buffer_area_percentage;mean_elevation;mean_tpi_5km;road_length;road_density;site_count;site_density;modern_population
144;3088,2399902;2860,4299316;2883,5900879;92,623304558100003;93,373251334399995;105,4020004;-1,7844200;550100,753327999962494;178,127592112999992;47;0,015219024476300;5686710,0000000
145;10477,9003906;7751,0800781;7658,0097656;73,975508347599998;73,087254890099999;386,8689880;0,9003230;1299942,048579999944195;124,065127564999997;107;0,010211969575100;9919600,0000000
146;10477,9003906;3732,6599121;4508,4799805;35,624120987500000;43,028467654700002;731,7960205;-0,2329750;471854,051302000007126;45,033263698900001;18;0,001717901423850;2563290,0000000
147;10364,2001953;815,5440063;259,5280151;7,868856168140000;2,504081455840000;148,4290009;0,0298522;86115,945257900006254;8,308981265800000;0;0,000000000000000;65832,0000000
148;10364,2001953;1578,7500000;1579,2800293;15,232723898100000;15,237837937700000;100,4309998;0,0270771;167974,561375999997836;16,207189962600001;0;0,000000000000000;696988,0000000
149;10364,2001953;998,7769775;0,1985790;9,636797424959999;0,001916008902800;88,0894012;0,0020936;98431,663384300001781;9,497275383470001;0;0,000000000000000;4849,0000000
150;10364,2001953;1057,0000000;20,9985008;10,198567955900000;0,202606090468000;95,0374985;-0,0234460;124505,112397999997484;12,012997631399999;1;0,000096485978769;48458,0000000
151;10364,2001953;1136,8499756;1548,8599854;10,969008260800001;14,944327166200001;218,6380005;-0,0913000;118950,567861000003177;11,477061965200001;3;0,000289457936306;24557,0000000
152;10342,9003906;2015,6800537;2999,1298828;19,488537814200001;28,996990878199998;230,6049957;0,1628810;232235,329394000000320;22,453598180699998;13;0,001256900821730;304004,0000000
153;7087,6000977;993,6309814;3404,7099609;14,019286750899999;48,037557339899998;38,2827988;-0,1121000;132945,986249000008684;18,757546195800000;5;0,000705457408870;167436,0000000
154;3506,0800781;1251,6899414;1978,8499756;35,700551998700000;56,440524217700002;54,0183983;-0,1220760;211699,982484000007389;60,380817827000001;9;0,002566969321710;727621,0000000
